yr_built,bridge_condition,avg_daily_traffic,lat,long,county,carries,total_improve_cost_thousands,inspection_mo,inspection_yr,owner,responsibility,vehicles
1989,Good,35082,39.38166809,-76.51999664,Baltimore County,MD 43 EBR,NA,11,15,State Highway Agency,State Highway Agency,35082 vehicles
1957,Good,8161,39.2444458,-76.47777557,Baltimore County,MD 157,769,02,15,State Highway Agency,State Highway Agency,8161 vehicles
1957,Fair,445,39.23333359,-76.46499634,Baltimore County,MD 151 RAMP 8,317,05,16,Private (other than railroad),State Highway Agency,445 vehicles
1957,Poor,3470,39.2360972222222,-76.46509722222223,Baltimore County,MD 151B,980,12,16,Private (other than railroad),State Highway Agency,3470 vehicles
1993,Good,25470,39.4733333333333,-76.65601111111111,Baltimore County,MD 943,NA,08,16,State Highway Agency,State Highway Agency,25470 vehicles
1993,Good,25470,39.4735916666667,-76.655875,Baltimore County,MD 943,NA,08,16,State Highway Agency,State Highway Agency,25470 vehicles
1991,Good,15300,39.47166824,-76.66000366,Baltimore County,IS 83 RAMP 7D,NA,01,16,State Highway Agency,State Highway Agency,15300 vehicles
1992,Good,12051,39.4227861111111,-76.63236666666667,Baltimore County,MD 131,NA,12,15,State Highway Agency,State Highway Agency,12051 vehicles
1985,Fair,4031,39.5839916666667,-76.59579166666667,Baltimore County,MD 138,NA,12,15,State Highway Agency,State Highway Agency,4031 vehicles
1983,Fair,110982,39.40833282,-76.78166962,Baltimore County,IS 795 & RAMP 4,NA,01,17,State Highway Agency,State Highway Agency,110982 vehicles
1983,Good,10000,39.45500183,-76.64666748,Baltimore County,IS 83 RAMP 6,NA,12,15,State Highway Agency,State Highway Agency,10000 vehicles
1989,Fair,27510,39.4720888888889,-76.63985555555556,Baltimore County,MD 45,NA,06,15,State Highway Agency,State Highway Agency,27510 vehicles
1956,Fair,192180,39.26166534,-76.70500183,Baltimore County,IS 695 & RPS 4 & 6,NA,11,15,State Highway Agency,State Highway Agency,192180 vehicles
1960,Good,8161,39.24666595,-76.48833466,Baltimore County,MD 157 (PENINSULA,NA,03,15,State Highway Agency,State Highway Agency,8161 vehicles
1976,Fair,12161,39.23666763,-76.44166565,Baltimore County,MD 158,NA,09,15,State Highway Agency,State Highway Agency,12161 vehicles
1995,Good,12161,39.24166489,-76.45833588,Baltimore County,MD 158,NA,09,15,State Highway Agency,State Highway Agency,12161 vehicles
1996,Good,7440,39.3740527777778,-76.43874722222222,Baltimore County,MD 43 RAMP 3,NA,08,15,State Highway Agency,State Highway Agency,7440 vehicles
1995,Good,21732,39.24499893,-76.45833588,Baltimore County,MD 695,NA,08,15,State Highway Agency,State Highway Agency,21732 vehicles
2004,Good,13012,39.37166595,-76.43166351,Baltimore County,MD 43,NA,06,16,State Highway Agency,State Highway Agency,13012 vehicles
2005,Good,13012,39.36500168,-76.42500305,Baltimore County,MD 43,NA,05,16,State Highway Agency,State Highway Agency,13012 vehicles
2005,Good,13012,39.375,-76.46666718,Baltimore County,MD 43,NA,05,16,State Highway Agency,State Highway Agency,13012 vehicles
2005,Good,16200,39.3575166666667,-76.40825555555556,Baltimore County,MD 43,NA,08,16,State Highway Agency,State Highway Agency,16200 vehicles
2000,Good,10100,39.5,-76.62333679,Baltimore County,MD 145 (PAPER MILL,NA,04,16,State Highway Agency,State Highway Agency,10100 vehicles
1894,Fair,500,39.45555496,-76.39167023,Baltimore County,VINEGAR HILL ROAD,12,05,15,County Highway Agency,County Highway Agency,500 vehicles
1990,Fair,200,39.61712265,-76.6218338,Baltimore County,BACON ROAD,422,05,15,County Highway Agency,County Highway Agency,200 vehicles
1865,Good,500,39.459581,-76.387403,Baltimore County,JERICHO ROAD,222,04,16,County Highway Agency,County Highway Agency,500 vehicles
1993,Good,2300,39.4625206,-76.39183044,Baltimore County,JERUSALEM ROAD,NA,01,16,County Highway Agency,County Highway Agency,2300 vehicles
1886,Fair,200,39.50437927,-76.42987061,Baltimore County,BOTTOM ROAD,NA,10,15,County Highway Agency,County Highway Agency,200 vehicles
1926,Fair,1600,39.62299347,-76.62985992,Baltimore County,WISEBURG ROAD,NA,11,15,County Highway Agency,County Highway Agency,1600 vehicles
1978,Good,2800,39.557797,-76.531958,Baltimore County,HESS ROAD,410,11,15,County Highway Agency,County Highway Agency,2800 vehicles
1978,Fair,200,39.57500076,-76.54444122,Baltimore County,POCOCK ROAD,NA,05,16,County Highway Agency,County Highway Agency,200 vehicles
1976,Fair,2000,39.58333206,-76.6166687,Baltimore County,MONKTON ROAD,NA,05,15,County Highway Agency,County Highway Agency,2000 vehicles
1989,Fair,500,39.58769989,-76.54720306,Baltimore County,HOUCKS MILL ROAD,NA,01,16,County Highway Agency,County Highway Agency,500 vehicles
1975,Fair,3200,39.57860947,-76.6182251,Baltimore County,MONKTON ROAD,NA,06,15,County Highway Agency,County Highway Agency,3200 vehicles
1988,Fair,1000,39.57551956,-76.61182404,Baltimore County,FALLS ROAD,NA,05,15,County Highway Agency,County Highway Agency,1000 vehicles
1879,Fair,1700,39.53333282,-76.6166687,Baltimore County,CARROLL RD,19,12,15,County Highway Agency,County Highway Agency,1700 vehicles
1888,Fair,1100,39.54000092,-76.63833618,Baltimore County,SPARKS ROAD,NA,02,16,County Highway Agency,County Highway Agency,1100 vehicles
1976,Fair,300,39.54977036,-76.63621521,Baltimore County,GLENCOE ROAD,15,01,16,County Highway Agency,County Highway Agency,300 vehicles
1989,Fair,350,39.59937668,-76.62652588,Baltimore County,BLUE MOUNT ROAD,NA,05,15,County Highway Agency,County Highway Agency,350 vehicles
1995,Fair,800,39.60277939,-76.625,Baltimore County,BLUE MOUNT ROAD,NA,05,15,County Highway Agency,County Highway Agency,800 vehicles
1988,Fair,2300,39.6089592,-76.6199646,Baltimore County,HICKS ROAD,10,01,16,County Highway Agency,County Highway Agency,2300 vehicles
1988,Fair,1600,39.63333511,-76.6361084,Baltimore County,WISEBURG ROAD,NA,05,15,County Highway Agency,County Highway Agency,1600 vehicles
1988,Fair,300,39.62250137,-76.6182251,Baltimore County,HUNTER MILL ROAD,NA,05,15,County Highway Agency,County Highway Agency,300 vehicles
1986,Good,1200,39.61709595,-76.62960815,Baltimore County,BIG FALLS ROAD,NA,06,15,County Highway Agency,County Highway Agency,1200 vehicles
1992,Good,300,39.7060051,-76.58737946,Baltimore County,WEST LIBERTY ROAD,NA,05,15,County Highway Agency,County Highway Agency,300 vehicles
1988,Fair,700,39.70698166,-76.58860779,Baltimore County,BOND ROAD,NA,05,15,County Highway Agency,County Highway Agency,700 vehicles
1988,Fair,1100,39.50999832,-76.67666626,Baltimore County,WESTERN RUN ROAD,26,09,15,County Highway Agency,County Highway Agency,1100 vehicles
1893,Fair,3082,39.52628708,-76.7155838,Baltimore County,CUBA ROAD,0,08,16,County Highway Agency,County Highway Agency,3082 vehicles
1974,Fair,1200,39.53395462,-76.72537231,Baltimore County,WESTERN RUN ROAD,NA,04,15,County Highway Agency,County Highway Agency,1200 vehicles
1978,Fair,1100,39.55452728,-76.66488647,Baltimore County,ENSOR MILL ROAD,NA,12,15,County Highway Agency,County Highway Agency,1100 vehicles
1915,Poor,300,39.6585083,-76.6709671,Baltimore County,WALKER ROAD,52,04,15,County Highway Agency,County Highway Agency,300 vehicles
1900,Fair,500,39.64604568,-76.66162109,Baltimore County,DAIRY ROAD,NA,05,15,County Highway Agency,County Highway Agency,500 vehicles
1975,Fair,400,39.65865326,-76.6641922,Baltimore County,STABLERS CHURCH RO,NA,04,15,County Highway Agency,County Highway Agency,400 vehicles
1975,Fair,600,39.6595459,-76.6665802,Baltimore County,STABLERS CHURCH RD,NA,04,15,County Highway Agency,County Highway Agency,600 vehicles
1986,Fair,1400,39.6904335,-76.71048737,Baltimore County,FREELAND ROAD,NA,05,15,County Highway Agency,County Highway Agency,1400 vehicles
1975,Fair,300,39.45058823,-76.47492981,Baltimore County,HARTLEY MILL ROAD,NA,12,15,County Highway Agency,County Highway Agency,300 vehicles
1989,Good,100,39.45333481,-76.47833252,Baltimore County,HILLRISE AVENUE,NA,09,15,County Highway Agency,County Highway Agency,100 vehicles
1988,Fair,1700,39.45500183,-76.48000336,Baltimore County,HARTLEY MILL RD,1584,09,15,County Highway Agency,County Highway Agency,1700 vehicles
1970,Fair,1100,39.47000122,-76.4916687,Baltimore County,LONG GREEN ROAD,NA,09,15,County Highway Agency,County Highway Agency,1100 vehicles
1930,Fair,300,39.50457001,-76.74263,Baltimore County,MANTUA MILL ROAD,NA,06,15,County Highway Agency,County Highway Agency,300 vehicles
1898,Fair,200,39.6194458,-76.68333435,Baltimore County,MASEMORE RD,14,01,16,County Highway Agency,County Highway Agency,200 vehicles
1884,Fair,300,39.61914825,-76.69036865,Baltimore County,FALLS ROAD,NA,05,15,County Highway Agency,County Highway Agency,300 vehicles
2010,Good,1000,39.61611938,-76.79293823,Baltimore County,GUNPOWDER ROAD,NA,08,16,County Highway Agency,County Highway Agency,1000 vehicles
1910,Fair,700,39.61000443,-76.68442535,Baltimore County,MASEMORE ROAD,774,12,15,County Highway Agency,County Highway Agency,700 vehicles
1976,Fair,4900,39.364811,-76.884594,Baltimore County,MARRIOTTSVILLE RD,NA,10,15,County Highway Agency,County Highway Agency,4900 vehicles
1934,Fair,8100,39.29999924,-76.78333282,Baltimore County,HOLLIFIELD ROAD,NA,01,16,County Highway Agency,County Highway Agency,8100 vehicles
1900,Fair,500,39.26666641,-76.78333282,Baltimore County,WESTCHESTER AVENUE,NA,01,16,County Highway Agency,County Highway Agency,500 vehicles
1955,Fair,2000,39.25127411,-76.7637558,Baltimore County,ILCHESTER ROAD,NA,11,15,County Highway Agency,County Highway Agency,2000 vehicles
1929,Fair,1700,39.33166504,-76.47666931,Baltimore County,RACE ROAD,NA,11,15,County Highway Agency,County Highway Agency,1700 vehicles
1972,Fair,1600,39.3519249,-76.73623657,Baltimore County,BUCKINGHAM ROAD,NA,11,15,County Highway Agency,County Highway Agency,1600 vehicles
1963,Fair,7700,39.34634018,-76.73423004,Baltimore County,ESSEX ROAD,NA,10,15,County Highway Agency,County Highway Agency,7700 vehicles
1948,Fair,9000,39.3116684,-76.71666718,Baltimore County,KERNAN DRIVE,NA,06,15,County Highway Agency,County Highway Agency,9000 vehicles
1986,Fair,17000,39.40917969,-76.6453476,Baltimore County,JOPPA ROAD,NA,10,15,County Highway Agency,County Highway Agency,17000 vehicles
2011,Good,200,39.55683899,-76.79436493,Baltimore County,MOUNT ZION ROAD,NA,09,15,County Highway Agency,County Highway Agency,200 vehicles
1925,Fair,300,39.56684494,-76.81535339,Baltimore County,DARK HOLLOW ROAD,NA,05,16,County Highway Agency,County Highway Agency,300 vehicles
1927,Good,1524,39.57083511,-76.8208313,Baltimore County,TRENTON ROAD,NA,11,15,County Highway Agency,County Highway Agency,1524 vehicles
1970,Good,970,39.57193756,-76.820755,Baltimore County,TRENTON ROAD,NA,06,15,County Highway Agency,County Highway Agency,970 vehicles
2001,Good,200,39.56893158,-76.74446869,Baltimore County,BENSON MILL ROAD,NA,11,15,County Highway Agency,County Highway Agency,200 vehicles
1979,Poor,2300,39.58060455,-76.75858307,Baltimore County,GORSUCH MILL RD,545,06,16,County Highway Agency,County Highway Agency,2300 vehicles
1929,Poor,2200,39.31499863,-76.79333496,Baltimore County,DOGWOOD ROAD,NA,09,15,County Highway Agency,County Highway Agency,2200 vehicles
2008,Good,1070,39.60833359,-76.63500214,Baltimore County,BIG FALLS ROAD,NA,06,15,County Highway Agency,County Highway Agency,1070 vehicles
1976,Fair,9800,39.47222137,-76.46666718,Baltimore County,GLEN ARM ROAD,NA,05,15,County Highway Agency,County Highway Agency,9800 vehicles
1924,Good,15650,39.425354,-76.52906036,Baltimore County,GLEN ARM ROAD,NA,10,15,County Highway Agency,County Highway Agency,15650 vehicles
1983,Good,21300,39.36000061,-76.74500275,Baltimore County,MILFORD MILL RD,NA,06,15,County Highway Agency,County Highway Agency,21300 vehicles
2008,Good,9100,39.29586792,-76.46009064,Baltimore County,MARLYN AVENUE,0,08,15,County Highway Agency,County Highway Agency,9100 vehicles
2000,Good,3515,39.34584045,-76.39431763,Baltimore County,EARLS ROAD,NA,05,15,County Highway Agency,County Highway Agency,3515 vehicles
1948,Fair,11400,39.26666641,-76.48332977,Baltimore County,WISE AVENUE,NA,02,16,County Highway Agency,County Highway Agency,11400 vehicles
1953,Fair,7500,39.3777771,-76.56666565,Baltimore County,OAKLEIGH ROAD,NA,09,15,County Highway Agency,County Highway Agency,7500 vehicles
1960,Fair,7960,39.39805603,-76.64519501,Baltimore County,RUXTON ROAD,NA,02,16,County Highway Agency,County Highway Agency,7960 vehicles
1988,Fair,1200,39.3983345,-76.64888763,Baltimore County,CIRCLE ROAD,NA,04,15,County Highway Agency,County Highway Agency,1200 vehicles
1959,Fair,300,39.41489029,-76.64646149,Baltimore County,ESSEX FARM ROAD,NA,11,15,County Highway Agency,County Highway Agency,300 vehicles
1923,Fair,5800,39.41666794,-76.65833282,Baltimore County,THORNTON ROAD,NA,09,15,County Highway Agency,County Highway Agency,5800 vehicles
1970,Fair,13600,39.4091568,-76.64848328,Baltimore County,JOPPA RD,NA,12,15,County Highway Agency,County Highway Agency,13600 vehicles
1961,Fair,35000,39.45541763,-76.63909149,Baltimore County,PADONIA ROAD,NA,03,16,County Highway Agency,County Highway Agency,35000 vehicles
1976,Fair,30000,39.47999954,-76.65499878,Baltimore County,BEAVER DAM ROAD,25,08,15,County Highway Agency,County Highway Agency,30000 vehicles
1952,Fair,3900,39.49499893,-76.68166351,Baltimore County,BEAVER DAM ROAD,NA,09,15,County Highway Agency,County Highway Agency,3900 vehicles
1959,Fair,500,39.47003555,-76.54147339,Baltimore County,WINDEMERE PARKWAY,NA,01,16,County Highway Agency,County Highway Agency,500 vehicles
1952,Fair,5400,39.48333359,-76.48999786,Baltimore County,HYDES ROAD,NA,09,15,County Highway Agency,County Highway Agency,5400 vehicles
1952,Fair,700,39.3133316,-76.72499847,Baltimore County,LITTLE CREEK DRIVE,NA,07,15,County Highway Agency,County Highway Agency,700 vehicles
1928,Fair,7100,39.30333328,-76.71166992,Baltimore County,INGLESIDE AVE (OLD,1027,11,15,County Highway Agency,County Highway Agency,7100 vehicles
1963,Fair,24300,39.30333328,-76.71166992,Baltimore County,FOREST PARK AVENUE,NA,11,15,County Highway Agency,County Highway Agency,24300 vehicles
1920,Fair,3000,39.25201797,-76.70303345,Baltimore County,SHELBOURNE ROAD,NA,10,15,County Highway Agency,County Highway Agency,3000 vehicles
1961,Poor,8000,39.25276184,-76.66351318,Baltimore County,HAMMONDS FERRY RD,551,10,15,County Highway Agency,County Highway Agency,8000 vehicles
1960,Fair,20000,39.35555649,-76.72499847,Baltimore County,PATTERSON AVENUE,NA,11,15,County Highway Agency,County Highway Agency,20000 vehicles
1954,Good,44000,39.41166687,-76.77833557,Baltimore County,PAINTERS MILL ROAD,4290,07,15,County Highway Agency,County Highway Agency,44000 vehicles
1950,Fair,600,39.64660263,-76.65309143,Baltimore County,STABLERSVILLE ROAD,NA,05,15,County Highway Agency,County Highway Agency,600 vehicles
1955,Fair,6000,39.32666779,-76.51166534,Baltimore County,SELING AVENUE,NA,06,15,County Highway Agency,County Highway Agency,6000 vehicles
1957,Fair,7600,39.31666565,-76.51667023,Baltimore County,CHESACO AVENUE,NA,05,15,County Highway Agency,County Highway Agency,7600 vehicles
1942,Good,300,39.40499878,-76.64833069,Baltimore County,ROLAND AVENUE,NA,09,15,County Highway Agency,County Highway Agency,300 vehicles
1964,Fair,15000,39.3694458,-76.77500153,Baltimore County,OLD COURT ROAD,NA,11,15,County Highway Agency,County Highway Agency,15000 vehicles
1933,Poor,3700,39.32943344,-76.47394562,Baltimore County,GOLDEN RING ROAD,NA,10,16,County Highway Agency,County Highway Agency,3700 vehicles
1988,Good,14400,39.37833405,-76.42500305,Baltimore County,EBENEZER ROAD,NA,06,15,County Highway Agency,County Highway Agency,14400 vehicles
1964,Poor,8000,39.25237656,-76.66442871,Baltimore County,LANSDOWNE BLVD,NA,01,16,County Highway Agency,County Highway Agency,8000 vehicles
1981,Fair,700,39.50666809,-76.75,Baltimore County,MANTUA MILL ROAD,NA,12,15,County Highway Agency,County Highway Agency,700 vehicles
1945,Fair,1000,39.56944275,-76.6194458,Baltimore County,CORBETT ROAD,0,10,15,County Highway Agency,County Highway Agency,1000 vehicles
1926,Fair,400,39.56647491,-76.61071777,Baltimore County,CORBETT ROAD,NA,06,15,County Highway Agency,County Highway Agency,400 vehicles
2011,Fair,200,39.66841507,-76.67842865,Baltimore County,EAGLE MILL ROAD,0,06,15,County Highway Agency,County Highway Agency,200 vehicles
1965,Fair,8948,39.41384888,-76.78237152,Baltimore County,SOUTH DOLFIELD ROA,NA,06,15,County Highway Agency,County Highway Agency,8948 vehicles
1960,Poor,9000,39.25833511,-76.5027771,Baltimore County,PENINSULA EXPRESSW,NA,01,16,County Highway Agency,County Highway Agency,9000 vehicles
1960,Poor,9000,39.25833511,-76.5027771,Baltimore County,PENINSULA EXPWY WB,1782,01,16,County Highway Agency,County Highway Agency,9000 vehicles
1988,Fair,300,39.625,-76.59833527,Baltimore County,HUNTER MILL ROAD,27,07,15,County Highway Agency,County Highway Agency,300 vehicles
1988,Fair,600,39.63333511,-76.60277557,Baltimore County,VERNON ROAD,NA,05,15,County Highway Agency,County Highway Agency,600 vehicles
1920,Fair,2600,39.40999985,-76.72000122,Baltimore County,OLD VALLEY ROAD,4,12,15,County Highway Agency,County Highway Agency,2600 vehicles
1975,Fair,4000,39.41500092,-76.6883316,Baltimore County,GREENSPRING AVENUE,NA,01,16,County Highway Agency,County Highway Agency,4000 vehicles
1910,Fair,2030,39.39365768,-76.62986755,Baltimore County,MALVERN AVENUE,NA,09,15,County Highway Agency,County Highway Agency,2030 vehicles
1920,Fair,21600,39.49478149,-76.69694519,Baltimore County,SHAWAN ROAD,1056,01,16,County Highway Agency,County Highway Agency,21600 vehicles
1951,Fair,24000,39.40166855,-76.60166931,Baltimore County,JOPPA ROAD,NA,10,15,County Highway Agency,County Highway Agency,24000 vehicles
1971,Poor,20000,39.33611298,-76.47222137,Baltimore County,ROSSVILLE BOULEVAR,1502,08,15,County Highway Agency,County Highway Agency,20000 vehicles
1973,Fair,10000,39.41110992,-76.5055542,Baltimore County,NORTH WIND ROAD,NA,04,15,County Highway Agency,County Highway Agency,10000 vehicles
1984,Good,4400,39.40080643,-76.68638611,Baltimore County,GREENSPRING AVENUE,NA,01,16,County Highway Agency,County Highway Agency,4400 vehicles
1904,Poor,150,39.68053436,-76.69737244,Baltimore County,GORES MILL ROAD,406,05,16,County Highway Agency,County Highway Agency,150 vehicles
1920,Poor,200,39.68091965,-76.70030975,Baltimore County,GORES MILL ROAD,555,06,13,County Highway Agency,County Highway Agency,200 vehicles
1907,Good,5551,39.36806107,-76.7275238,Baltimore County,SUDBROOK LANE,NA,10,15,County Highway Agency,County Highway Agency,5551 vehicles
1907,Poor,500,39.51807404,-76.81986237,Baltimore County,PINEY GROVE ROAD,160,01,17,County Highway Agency,County Highway Agency,500 vehicles
2007,Good,750,39.55871201,-76.83818054,Baltimore County,DOVER ROAD,NA,01,16,County Highway Agency,County Highway Agency,750 vehicles
1998,Good,5100,39.40083313,-76.40694427,Baltimore County,ALLENDER ROAD,NA,09,15,County Highway Agency,County Highway Agency,5100 vehicles
1912,Poor,1600,39.36166763,-76.4466629,Baltimore County,MOHRS LANE,4165,05,9,County Highway Agency,County Highway Agency,1600 vehicles
1991,Fair,14500,39.35833359,-76.45583344,Baltimore County,MIDDLE RIVER ROAD,NA,09,15,County Highway Agency,County Highway Agency,14500 vehicles
1975,Poor,100,39.52377319,-76.85023499,Baltimore County,MOUNT GILEAD RD,NA,05,15,County Highway Agency,County Highway Agency,100 vehicles
1976,Fair,5000,39.4366684,-76.79166412,Baltimore County,GWYNNBROOK AVE,NA,01,16,County Highway Agency,County Highway Agency,5000 vehicles
1975,Good,2300,39.47000122,-76.71833038,Baltimore County,RIDGE ROAD,NA,07,15,County Highway Agency,County Highway Agency,2300 vehicles
2007,Good,100,39.70833206,-76.625,Baltimore County,DUNK FREELAND RD,NA,04,16,County Highway Agency,County Highway Agency,100 vehicles
2005,Good,100,39.65432739,-76.80203247,Baltimore County,RESH MILL ROAD,NA,11,15,County Highway Agency,County Highway Agency,100 vehicles
1975,Poor,200,39.67166519,-76.69166565,Baltimore County,VALLEY MILL ROAD,NA,06,15,County Highway Agency,County Highway Agency,200 vehicles
1986,Good,200,39.32216644,-76.82407379,Baltimore County,WRIGHTS MILL ROAD,NA,05,15,County Highway Agency,County Highway Agency,200 vehicles
1920,Fair,200,39.32955551,-76.82411957,Baltimore County,WRIGHTS MILL ROAD,NA,05,15,County Highway Agency,County Highway Agency,200 vehicles
1920,Fair,300,39.49499893,-76.79499817,Baltimore County,LONGNECKER ROAD,NA,09,15,County Highway Agency,County Highway Agency,300 vehicles
1920,Fair,300,39.50166702,-76.79833221,Baltimore County,LONGNECKER RD,NA,06,15,County Highway Agency,County Highway Agency,300 vehicles
1930,Fair,1300,39.33333206,-76.8216629,Baltimore County,DOGWOOD ROAD,NA,06,15,County Highway Agency,County Highway Agency,1300 vehicles
1920,Fair,500,39.54206467,-76.80528259,Baltimore County,PLEASANT GROVE ROA,NA,05,15,County Highway Agency,County Highway Agency,500 vehicles
1992,Good,8000,39.44308472,-76.78351593,Baltimore County,GWYNNBROOK AVENUE,NA,05,15,County Highway Agency,County Highway Agency,8000 vehicles
1920,Fair,1900,39.3339653,-76.78831482,Baltimore County,RIDGE ROAD,NA,10,15,County Highway Agency,County Highway Agency,1900 vehicles
2008,Good,5200,39.47000122,-76.48999786,Baltimore County,LONG GREEN PIKE,NA,09,15,County Highway Agency,County Highway Agency,5200 vehicles
1920,Fair,2400,39.25833511,-76.76499939,Baltimore County,THISTLE ROAD,NA,06,15,County Highway Agency,County Highway Agency,2400 vehicles
1940,Fair,900,39.49333191,-76.77666473,Baltimore County,BELMONT AVENUE,750,06,15,County Highway Agency,County Highway Agency,900 vehicles
1981,Fair,19600,39.38255692,-76.47080994,Baltimore County,PERRY HALL BLVD,NA,11,15,County Highway Agency,County Highway Agency,19600 vehicles
1981,Fair,19600,39.37900925,-76.47166443,Baltimore County,PERRY HALL BLVD,NA,11,15,County Highway Agency,County Highway Agency,19600 vehicles
1986,Fair,400,39.51333237,-76.76667023,Baltimore County,MANTUA MILL ROAD,22,06,15,County Highway Agency,County Highway Agency,400 vehicles
1920,Fair,2700,39.36333466,-76.80999756,Baltimore County,OFFUTT ROAD,9,06,16,County Highway Agency,County Highway Agency,2700 vehicles
1987,Fair,900,39.25333405,-76.76833344,Baltimore County,RIVER ROAD,NA,09,15,County Highway Agency,County Highway Agency,900 vehicles
1980,Fair,22000,39.37666702,-76.45999908,Baltimore County,HONEYGO BOULEVARD,NA,06,15,County Highway Agency,County Highway Agency,22000 vehicles
1930,Fair,3000,39.25,-76.70500183,Baltimore County,SHELBOURNE RD,NA,06,15,County Highway Agency,County Highway Agency,3000 vehicles
1979,Good,200,39.71666718,-76.59999847,Baltimore County,HARRIS MILL ROAD,14,06,15,County Highway Agency,County Highway Agency,200 vehicles
1920,Poor,200,39.70000076,-76.61833191,Baltimore County,HARRIS MILL ROAD,405,09,15,County Highway Agency,County Highway Agency,200 vehicles
2011,Good,335,39.70855713,-76.59034729,Baltimore County,HARRIS MILL ROAD,NA,07,15,County Highway Agency,County Highway Agency,335 vehicles
1920,Good,700,39.57099915,-76.63715363,Baltimore County,CORBETT ROAD,1936,07,15,County Highway Agency,County Highway Agency,700 vehicles
2010,Good,600,39.5161171,-76.6578598,Baltimore County,THORNTON MILL ROAD,NA,06,15,County Highway Agency,County Highway Agency,600 vehicles
1922,Fair,700,39.57081604,-76.63861084,Baltimore County,CORBETT ROAD,NA,06,15,County Highway Agency,County Highway Agency,700 vehicles
1922,Fair,400,39.55333328,-76.59500122,Baltimore County,CORBETT ROAD,NA,12,15,County Highway Agency,County Highway Agency,400 vehicles
1920,Good,400,39.5633316,-76.69166565,Baltimore County,COLD BOTTOM ROAD,NA,12,15,County Highway Agency,County Highway Agency,400 vehicles
1920,Fair,100,39.5633316,-76.5533371,Baltimore County,HUTCHINS MILL ROAD,NA,12,15,County Highway Agency,County Highway Agency,100 vehicles
1962,Fair,700,39.5222168,-76.54140472,Baltimore County,MANOR ROAD,NA,01,16,County Highway Agency,County Highway Agency,700 vehicles
1920,Fair,1000,39.48611069,-76.54444122,Baltimore County,DANCE MILL ROAD,NA,05,16,County Highway Agency,County Highway Agency,1000 vehicles
2003,Good,10900,39.44333267,-76.78166962,Baltimore County,OWINGS MILLS BLVD.,NA,01,16,County Highway Agency,County Highway Agency,10900 vehicles
1920,Poor,5000,39.44372559,-76.78029633,Baltimore County,GWYNNBROOK AVENUE,792,09,16,County Highway Agency,County Highway Agency,5000 vehicles
1920,Fair,1060,39.40290451,-76.6337738,Baltimore County,BOYCE AVENUE,NA,10,15,County Highway Agency,County Highway Agency,1060 vehicles
1993,Good,4300,39.37363434,-76.79113007,Baltimore County,MCDONOGH ROAD,NA,10,15,County Highway Agency,County Highway Agency,4300 vehicles
1984,Fair,3750,39.3678093,-76.87110138,Baltimore County,MARRIOTTSVILLE ROA,NA,05,15,County Highway Agency,County Highway Agency,3750 vehicles
1982,Fair,4500,39.25001526,-76.69264221,Baltimore County,LINDEN AVENUE,NA,08,15,County Highway Agency,County Highway Agency,4500 vehicles
1920,Fair,6900,39.42444611,-76.52777863,Baltimore County,CUB HILL ROAD,NA,05,15,County Highway Agency,County Highway Agency,6900 vehicles
1987,Fair,9900,39.46111298,-76.4888916,Baltimore County,GLEN ARM RD,990,05,15,County Highway Agency,County Highway Agency,9900 vehicles
1984,Good,1750,39.42743683,-76.41117859,Baltimore County,MOUNT VISTA ROAD,NA,05,15,County Highway Agency,County Highway Agency,1750 vehicles
1998,Good,900,39.43296051,-76.4256897,Baltimore County,MOUNT VISTA ROAD,NA,10,15,County Highway Agency,County Highway Agency,900 vehicles
2008,Good,1000,39.45666504,-76.4466629,Baltimore County,MOUNT VISTA ROAD,NA,09,15,County Highway Agency,County Highway Agency,1000 vehicles
1978,Fair,100,39.40000153,-76.48000336,Baltimore County,INDIA AVENUE,NA,06,15,County Highway Agency,County Highway Agency,100 vehicles
1972,Poor,8650,39.36388779,-76.78610992,Baltimore County,OLD COURT ROAD,1044,06,15,County Highway Agency,County Highway Agency,8650 vehicles
1982,Fair,11200,39.37166595,-76.78666687,Baltimore County,BRENBROOK DRIVE,NA,06,15,County Highway Agency,County Highway Agency,11200 vehicles
2003,Good,200,39.5798378,-76.63514709,Baltimore County,PINEY HILL ROAD,NA,05,15,County Highway Agency,County Highway Agency,200 vehicles
1950,Fair,300,39.36833191,-76.51833344,Baltimore County,DOUBLE ROCK ACCESS,538,06,15,County Highway Agency,County Highway Agency,300 vehicles
1979,Fair,1500,39.31074905,-76.49597931,Baltimore County,SEVERN AVENUE,1493,09,15,County Highway Agency,County Highway Agency,1500 vehicles
1982,Fair,7010,39.36385727,-76.36697388,Baltimore County,EBENEZER ROAD,NA,10,15,County Highway Agency,County Highway Agency,7010 vehicles
1992,Fair,100,39.39500046,-76.64666748,Baltimore County,LHIRONDELLE CLUB,NA,09,15,County Highway Agency,County Highway Agency,100 vehicles
1961,Poor,22500,39.37053299,-76.74324799,Baltimore County,OLD COURT ROAD,1347,01,16,County Highway Agency,County Highway Agency,22500 vehicles
1920,Poor,8700,39.49166489,-76.75333405,Baltimore County,TUFTON AVENUE,825,01,16,County Highway Agency,County Highway Agency,8700 vehicles
1949,Fair,5100,39.48168945,-76.64691925,Baltimore County,COCKEYSVILLE ROAD,NA,12,15,County Highway Agency,County Highway Agency,5100 vehicles
